	Chr	Start	End	Name	Score	Strand	Length	Average_expression
ENSG00000183396	chr3	48620759	48621769	TMEM89	0	-	1010	0.017
ENSG00000183423	chr4	109848107	109872315	LRIT3	0	+	24208	0.557
ENSG00000183434	chrX	133216662	133218354	TFDP3	0	-	1692	0.538
ENSG00000183439	chr4	164954446	164977668	TRIM61	0	-	23222	0.184
ENSG00000183463	chr13	27977717	27988693	URAD	0	-	10976	0.015
ENSG00000183559	chr10	122697709	122699846	C10orf120	0	-	2137	0.004
ENSG00000183560	chr11	94304580	94308146	IZUMO1R	0	+	3566	0.033
ENSG00000183571	chr15	98968229	99007792	PGPEP1L	0	-	39563	0.111
ENSG00000183598	chr1	149813225	149813693	H3C13	0	-	468	0.228
ENSG00000183607	chr2	68945232	68952893	GKN2	0	-	7661	0.044
ENSG00000183625	chr3	46130890	46266706	CCR3	0	+	135816	0.197
ENSG00000183629	chr15	28519611	28533014	GOLGA8G	0	-	13403	0.043
ENSG00000183631	chrX	126819729	126821786	PRR32	0	+	2057	0.015
ENSG00000183632	chr16	32673528	32676732	TP53TG3	0	-	3204	0.066
ENSG00000183638	chr8	10606349	10712187	RP1L1	0	-	105838	0.223
ENSG00000183640	chr21	30812697	30813274	KRTAP8-1	0	-	577	0.001
ENSG00000183644	chr11	111514778	111537043	HOATZ	0	+	22265	0.306
ENSG00000183654	chr5	16067139	16180762	MARCHF11	0	-	113623	0.458
ENSG00000183662	chr3	68004247	68545621	TAFA1	0	+	541374	0.077
ENSG00000183668	chr19	43211791	43269530	PSG9	0	-	57739	0.258
ENSG00000183691	chr17	56593699	56595611	NOG	0	+	1912	0.399
ENSG00000183695	chr11	19054455	19060717	MRGPRX2	0	-	6262	0.022
ENSG00000183709	chr19	39268396	39270188	IFNL2	0	+	1792	0.064
ENSG00000183715	chr11	132414977	133532501	OPCML	0	-	1117524	0.856
ENSG00000183733	chr2	70777310	70790643	FIGLA	0	-	13333	0.032
ENSG00000183747	chr16	20451461	20487669	ACSM2A	0	+	36208	0.053
ENSG00000183753	chrY	22973819	23005465	BPY2	0	+	31646	0.0
ENSG00000183760	chr19	39083913	39111493	ACP7	0	+	27580	0.39
ENSG00000183770	chr3	138944224	138947137	FOXL2	0	-	2913	0.176
ENSG00000183775	chr5	144170873	144485686	KCTD16	0	+	314813	0.303
ENSG00000183783	chr4	44173903	44448809	KCTD8	0	-	274906	0.059
ENSG00000183795	chrY	24607560	24639207	BPY2B	0	+	31647	0.0
ENSG00000183807	chr6	116752197	116765719	FAM162B	0	-	13522	0.537
ENSG00000183831	chr1	173608336	173669851	ANKRD45	0	-	61515	0.437
ENSG00000183862	chrX	151734746	151745564	CNGA2	0	+	10818	0.316
ENSG00000183873	chr3	38548057	38649687	SCN5A	0	-	101630	0.461
ENSG00000183878	chrY	13234577	13480673	UTY	0	-	246096	0.243
ENSG00000183921	chr16	22162492	22192208	SDR42E2	0	+	29716	0.083
ENSG00000183960	chr3	19148510	19535642	KCNH8	0	+	387132	0.742
ENSG00000184022	chr1	248590487	248597700	OR2T10	0	-	7213	0.001
ENSG00000184032	chr21	30635206	30635619	KRTAP20-2	0	+	413	0.001
ENSG00000184033	chrX	154617609	154619282	CTAG1B	0	-	1673	0.763
ENSG00000184108	chr4	188139441	188147743	TRIML1	0	+	8302	0.013
ENSG00000184140	chr15	101803509	101806887	OR4F6	0	+	3378	0.001
ENSG00000184148	chr1	152970648	152972574	SPRR4	0	+	1926	0.026
ENSG00000184155	chr1	159535078	159536007	OR10J5	0	-	929	0.001
ENSG00000184163	chr1	1242446	1246722	C1QTNF12	0	-	4276	0.651
ENSG00000184166	chr17	3088484	3104422	OR1D2	0	-	15938	0.001
ENSG00000184210	chrX	70177483	70205704	DGAT2L6	0	+	28221	0.062
ENSG00000184221	chr21	33070141	33072413	OLIG1	0	+	2272	0.372
ENSG00000184276	chr11	71833200	71837710	DEFB108B	0	+	4510	0.012
ENSG00000184344	chr12	7689784	7695775	GDF3	0	-	5991	0.128
ENSG00000184345	chr3	51861615	51863424	IQCF2	0	+	1809	0.001
ENSG00000184350	chr11	3225030	3232417	MRGPRE	0	-	7387	0.179
ENSG00000184351	chr21	30479706	30480367	KRTAP19-1	0	-	661	0.003
ENSG00000184361	chr17	45254393	45262094	SPATA32	0	-	7701	0.308
ENSG00000184374	chr8	118995452	119108455	COLEC10	0	+	113003	0.148
ENSG00000184388	chrX	73002939	73006106	PABPC1L2B	0	+	3167	0.061
ENSG00000184389	chr1	33306766	33321098	A3GALT2	0	-	14332	0.03
ENSG00000184394	chr14	20138820	20145471	OR4N5	0	+	6651	0.0
ENSG00000184459	chr22	32413845	32464484	BPIFC	0	-	50639	0.031
ENSG00000184471	chr16	1088226	1096244	C1QTNF8	0	-	8018	0.006
ENSG00000184478	chr11	5938751	5951347	OR56A3	0	+	12596	0.074
ENSG00000184486	chr6	98834574	98839458	POU3F2	0	+	4884	0.75
ENSG00000184492	chr2	113498665	113501155	FOXD4L1	0	+	2490	0.262
ENSG00000184502	chr17	41712331	41715969	GAST	0	+	3638	0.012
ENSG00000184507	chr15	34343315	34357737	NUTM1	0	+	14422	0.039
ENSG00000184524	chr11	787115	790113	CEND1	0	-	2998	0.222
ENSG00000184530	chr6	127519455	127591820	C6orf58	0	+	72365	0.051
ENSG00000184544	chr17	9771434	9791592	DHRS7C	0	-	20158	0.005
ENSG00000184560	chr17	7425616	7427568	SPEM2	0	+	1952	0.016
ENSG00000184571	chr22	24719034	24774720	PIWIL3	0	-	55686	0.023
ENSG00000184599	chr1	112718905	112727235	TAFA3	0	+	8330	0.963
ENSG00000184611	chr2	162371407	162838767	KCNH7	0	-	467360	0.106
ENSG00000184616	chr7	74904289	74915078	SPDYE12P	0	-	10789	0.651
ENSG00000184650	chr17	8339840	8346048	ODF4	0	+	6208	0.036
ENSG00000184659	chr9	65736555	65738784	FOXD4L4	0	+	2229	0.178
ENSG00000184672	chr8	84182787	84921844	RALYL	0	+	739057	0.426
ENSG00000184724	chr21	30613431	30613930	KRTAP6-1	0	-	499	0.0
ENSG00000184735	chrX	22999960	23003589	DDX53	0	+	3629	0.066
ENSG00000184845	chr5	175440036	175444182	DRD1	0	-	4146	0.459
ENSG00000184895	chrY	2786855	2787682	SRY	0	-	827	0.0
ENSG00000184908	chr1	16040252	16057311	CLCNKB	0	+	17059	0.292
ENSG00000184911	chrX	72776890	72848803	DMRTC1B	0	+	71913	0.42
ENSG00000184933	chr11	6791736	6799689	OR6A2	0	-	7953	0.007
ENSG00000184945	chr2	240691866	240698483	AQP12A	0	+	6617	0.025
ENSG00000184954	chr12	55469200	55470138	OR6C70	0	-	938	0.001
ENSG00000184984	chr15	33968497	34067458	CHRM5	0	+	98961	0.252
ENSG00000184995	chr9	21480839	21482313	IFNE	0	-	1474	0.067
ENSG00000184999	chr11	63268022	63311783	SLC22A10	0	+	43761	0.168
ENSG00000185002	chr6	116877212	116932161	RFX6	0	+	54949	0.558
ENSG00000185028	chr5	191495	196334	LRRC14B	0	+	4839	0.781
ENSG00000185038	chr2	233775679	233833423	MROH2A	0	+	57744	0.145
ENSG00000185040	chr7	76531313	76543297	SPDYE16	0	-	11984	0.627
ENSG00000185053	chr8	14084845	15238431	SGCZ	0	-	1153586	0.03
ENSG00000185056	chr5	173973779	174006140	C5orf47	0	+	32361	0.037
ENSG00000185069	chr12	52768155	52777345	KRT76	0	-	9190	0.679
ENSG00000185130	chr6	27807479	27807929	H2BC13	0	-	450	0.487
ENSG00000185155	chr1	226223618	226227060	MIXL1	0	+	3442	0.384
ENSG00000185176	chr2	240676418	240682906	AQP12B	0	-	6488	0.045
ENSG00000185177	chr7	57117676	57139864	ZNF479	0	-	22188	0.026
ENSG00000185198	chr19	685546	695498	PRSS57	0	-	9952	0.03
ENSG00000185231	chr18	13882044	13915707	MC2R	0	-	33663	0.01
ENSG00000185247	chrX	149688228	149717268	MAGEA11	0	+	29040	0.271
ENSG00000185264	chr22	36991120	37007851	TEX33	0	-	16731	0.002
ENSG00000185269	chr17	81952507	81961840	NOTUM	0	-	9333	0.921
ENSG00000185271	chr14	20425852	20436166	KLHL33	0	-	10314	0.237
ENSG00000185294	chr17	45844881	45847067	SPPL2C	0	+	2186	0.056
ENSG00000185306	chr12	64264762	64390758	C12orf56	0	-	125996	0.351
ENSG00000185313	chr3	38696802	38816286	SCN10A	0	-	119484	0.021
ENSG00000185372	chr5	181123122	181131169	OR2V1	0	-	8047	0.001
ENSG00000185385	chr19	14878203	14886132	OR7A17	0	-	7929	0.001
ENSG00000185448	chrX	34129752	34132314	FAM47A	0	-	2562	0.012
ENSG00000185467	chr7	99173572	99250075	KPNA7	0	-	76503	0.385
ENSG00000185519	chr1	16057769	16073651	FAM131C	0	-	15882	0.546
ENSG00000185523	chr1	212830141	212847649	SPATA45	0	-	17508	0.06
ENSG00000185527	chr17	81650459	81663112	PDE6G	0	-	12653	0.765
ENSG00000185610	chr12	45014672	45051099	DBX2	0	-	36427	0.22
ENSG00000185615	chr16	283164	287215	PDIA2	0	+	4051	0.679
ENSG00000185652	chr12	5432108	5521536	NTF3	0	+	89428	0.963
ENSG00000185662	chr5	171782432	171796126	SMIM23	0	+	13694	0.009
ENSG00000185666	chr22	32507820	33058381	SYN3	0	-	550561	0.456
ENSG00000185668	chr1	38043829	38046793	POU3F1	0	-	2964	0.363
ENSG00000185681	chr9	122159908	122200088	MORN5	0	+	40180	0.156
ENSG00000185736	chr10	1177313	1737525	ADARB2	0	-	560212	0.844
ENSG00000185737	chr10	81875194	82987179	NRG3	0	+	1111985	0.688
ENSG00000185739	chr16	4189374	4242080	SRL	0	-	52706	0.781
ENSG00000185742	chr11	109422190	109429167	C11orf87	0	+	6977	0.061
ENSG00000185758	chr4	183321764	183322426	CLDN24	0	-	662	0.057
ENSG00000185775	chr9	42183659	42189887	SPATA31A6	0	+	6228	0.027
ENSG00000185821	chr12	55426254	55427192	OR6C76	0	+	938	0.001
ENSG00000185823	chr15	24675775	24683393	NPAP1	0	+	7618	0.013
ENSG00000185860	chr1	162824458	162868761	CCDC190	0	-	44303	0.112
ENSG00000185873	chr4	68226653	68245694	TMPRSS11B	0	-	19041	0.008
ENSG00000185888	chr1	227815693	227846470	PRSS38	0	+	30777	0.01
ENSG00000185894	chrY	25030901	25062548	BPY2C	0	-	31647	0.0
ENSG00000185897	chr19	35358460	35360489	FFAR3	0	+	2029	0.161
ENSG00000185899	chr7	143443453	143444409	TAS2R60	0	+	956	0.012
ENSG00000185926	chr11	54603069	54603998	OR4C46	0	-	929	0.0
ENSG00000185933	chr10	103453240	103458900	CALHM1	0	-	5660	0.279
ENSG00000185940	chr11	1629775	1630707	KRTAP5-5	0	+	932	0.005
ENSG00000185942	chr8	62248591	63014000	NKAIN3	0	+	765409	0.294
ENSG00000185960	chrX	624344	659411	SHOX	0	+	35067	0.049
ENSG00000185960	chrY	624344	659411	SHOX	0	+	35067	0.049
ENSG00000185962	chr1	152622834	152623103	LCE3A	0	-	269	0.01
ENSG00000185966	chr1	152565654	152566780	LCE3E	0	-	1126	0.016
ENSG00000185972	chr9	36169388	36171334	CCIN	0	+	1946	0.438
ENSG00000185974	chr13	113667219	113737736	GRK1	0	+	70517	0.102
ENSG00000185982	chr20	187853	189711	DEFB128	0	-	1858	0.0
ENSG00000185985	chrX	145817829	145829856	SLITRK2	0	+	12027	0.302
ENSG00000185988	chr19	1508023	1536046	PLK5	0	+	28023	0.104
ENSG00000186009	chr13	113648804	113658198	ATP4B	0	-	9394	0.028
ENSG00000186038	chr3	184097064	184106995	HTR3E	0	+	9931	0.021
ENSG00000186047	chr13	50519364	50843939	DLEU7	0	-	324575	0.854
ENSG00000186049	chr12	52607570	52618559	KRT73	0	-	10989	0.157
ENSG00000186051	chr9	105662457	105663124	TAL2	0	+	667	0.13
ENSG00000186075	chr17	39868202	39877896	ZPBP2	0	+	9694	0.074
ENSG00000186090	chr3	184031544	184039369	HTR3D	0	+	7825	0.002
ENSG00000186092	chr1	65419	71585	OR4F5	0	+	6166	0.001
ENSG00000186094	chr1	48532854	50023954	AGBL4	0	-	1491100	0.894
ENSG00000186103	chr3	121567949	121590622	ARGFX	0	+	22673	0.002
ENSG00000186113	chr11	55795556	55796500	OR5D14	0	+	944	0.0
ENSG00000186115	chr19	15878023	15898077	CYP4F2	0	-	20054	0.327
ENSG00000186119	chr11	55819630	55820571	OR5D18	0	+	941	0.001
ENSG00000186136	chr12	11185993	11186937	TAS2R42	0	-	944	0.017
ENSG00000186143	chr2	27136848	27139410	PRR30	0	-	2562	0.002
ENSG00000186146	chr4	9444414	9450666	DEFB131A	0	+	6252	0.004
ENSG00000186150	chr1	110112443	110113947	UBL4B	0	+	1504	0.132
ENSG00000186190	chr20	33055424	33073628	BPIFB3	0	+	18204	0.073
ENSG00000186191	chr20	33079643	33111751	BPIFB4	0	+	32108	0.261
ENSG00000186207	chr1	152510803	152512177	LCE5A	0	+	1374	0.034
ENSG00000186226	chr1	152786214	152788426	LCE1E	0	+	2212	0.025
ENSG00000186231	chr6	96924620	97140754	KLHL32	0	+	216134	0.409
ENSG00000186288	chrX	73077276	73079512	PABPC1L2A	0	-	2236	0.061
ENSG00000186306	chr1	158398522	158399466	OR10T2	0	-	944	0.002
ENSG00000186329	chr3	171843349	171938715	TMEM212	0	+	95366	0.057
ENSG00000186334	chr5	151276358	151303766	SLC36A3	0	-	27408	0.011
ENSG00000186335	chr5	151314972	151347590	SLC36A2	0	-	32618	0.063
ENSG00000186367	chr5	129748094	129766732	MINAR2	0	+	18638	0.028
ENSG00000186393	chr17	40766238	40772162	KRT26	0	-	5924	0.009
ENSG00000186399	chr15	30400562	30414260	GOLGA8R	0	-	13698	0.594
ENSG00000186431	chr19	54874235	54891420	FCAR	0	+	17185	0.136
ENSG00000186439	chr6	123216339	123637093	TRDN	0	-	420754	0.505
ENSG00000186440	chr1	158560606	158570580	OR6P1	0	-	9974	0.001
ENSG00000186442	chr12	52789685	52796117	KRT3	0	-	6432	0.553
ENSG00000186452	chr12	50842920	50887884	TMPRSS12	0	+	44964	0.052
ENSG00000186453	chr2	24175053	24200849	FAM228A	0	+	25796	0.183
ENSG00000186458	chr20	257724	261096	DEFB132	0	+	3372	0.473
ENSG00000186471	chrX	119895837	119920716	AKAP14	0	+	24879	0.174
ENSG00000186479	chr5	64506015	64612319	RGS7BP	0	+	106304	0.401
ENSG00000186487	chr2	1789113	2331664	MYT1L	0	-	542551	0.203
ENSG00000186509	chr11	58023881	58181616	OR9Q1	0	+	157735	0.005
ENSG00000186510	chr1	16018875	16034050	CLCNKA	0	+	15175	0.701
ENSG00000186513	chr11	58189070	58194053	OR9Q2	0	+	4983	0.001
ENSG00000186562	chr8	7821004	7823880	DEFB105A	0	-	2876	0.001
ENSG00000186572	chr8	7811720	7815716	DEFB107A	0	-	3996	0.0
ENSG00000186579	chr8	7825139	7829053	DEFB106A	0	+	3914	0.0
ENSG00000186599	chr8	7487679	7489593	DEFB105B	0	+	1914	0.001
ENSG00000186645	chr7	77022306	77032361	SPDYE17	0	-	10055	0.192
ENSG00000186675	chrX	75782987	75785254	MAGEE2	0	-	2267	0.093
ENSG00000186723	chr19	15804549	15815664	OR10H1	0	-	11115	0.028
ENSG00000186732	chr22	43411196	43507848	MPPED1	0	+	96652	0.636
ENSG00000186766	chr10	127737185	127741183	FOXI2	0	+	3998	0.851
ENSG00000186777	chr4	270675	305474	ZNF732	0	-	34799	0.879
ENSG00000186788	chr9	81943500	81950093	SPATA31D3	0	+	6593	0.011
ENSG00000186790	chr1	47416285	47418052	FOXE3	0	+	1767	0.07
ENSG00000186795	chr10	117197489	117210299	KCNK18	0	+	12810	0.001
ENSG00000186803	chr9	21206181	21207143	IFNA10	0	-	962	0.005
ENSG00000186838	chr19	39515113	39520686	SELENOV	0	+	5573	0.058
ENSG00000186844	chr1	152827473	152828097	LCE1A	0	+	624	0.056
ENSG00000186860	chr17	41314912	41315710	KRTAP17-1	0	-	798	0.035
ENSG00000186867	chr4	121328642	121381059	QRFPR	0	-	52417	0.335
ENSG00000186881	chr9	104504263	104505222	OR13F1	0	+	959	0.002
ENSG00000186886	chr11	55723776	55729621	OR5D3P	0	+	5845	0.0
ENSG00000186895	chr11	69809968	69819416	FGF3	0	-	9448	0.051
ENSG00000186897	chr12	49332409	49337188	C1QL4	0	-	4779	0.678
ENSG00000186912	chrX	70258166	70260204	P2RY4	0	-	2038	0.206
ENSG00000186924	chr21	30601087	30601382	KRTAP22-1	0	+	295	0.0
ENSG00000186925	chr21	30541535	30541864	KRTAP19-6	0	-	329	0.001
ENSG00000186930	chr21	30598590	30598902	KRTAP6-2	0	-	312	0.001
ENSG00000186943	chr9	104569168	104570130	OR13C8	0	+	962	0.001
ENSG00000186965	chr21	30487043	30487436	KRTAP19-2	0	-	393	0.0
ENSG00000186967	chr21	30496824	30497165	KRTAP19-4	0	-	341	0.0
ENSG00000186970	chr21	30440275	30440869	KRTAP15-1	0	+	594	0.0
ENSG00000186971	chr21	30430230	30431026	KRTAP13-4	0	+	796	0.002
ENSG00000186977	chr21	30501657	30502141	KRTAP19-5	0	-	484	0.001
ENSG00000186980	chr21	30348399	30348606	KRTAP23-1	0	-	207	0.0
ENSG00000187003	chr9	108862266	108863756	ACTL7A	0	+	1490	0.004
ENSG00000187005	chr21	30755015	30755428	KRTAP21-1	0	-	413	0.002
ENSG00000187021	chr10	116590385	116609175	PNLIPRP1	0	+	18790	0.015
ENSG00000187026	chr21	30746794	30747259	KRTAP21-2	0	-	465	0.014
ENSG00000187033	chr3	169911572	169939175	SAMD7	0	+	27603	0.007
ENSG00000187048	chr1	46929177	46941484	CYP4A11	0	-	12307	0.304
ENSG00000187054	chr4	67909395	67964140	TMPRSS11A	0	-	54745	0.201
ENSG00000187080	chr1	247965233	247966386	OR2AK2	0	+	1153	0.005
ENSG00000187082	chr8	7482504	7486400	DEFB106B	0	-	3896	0.0
ENSG00000187094	chr3	42257825	42266185	CCK	0	-	8360	0.108
ENSG00000187135	chr19	29525994	29564551	VSTM2B	0	+	38557	0.012
ENSG00000187140	chr1	63322567	63325128	FOXD3	0	+	2561	0.569
ENSG00000187166	chr12	48328980	48330279	H1-7	0	+	1299	0.022
ENSG00000187170	chr1	152708160	152709434	LCE4A	0	+	1274	0.001
ENSG00000187173	chr1	152698345	152699442	LCE2A	0	+	1097	0.019
ENSG00000187180	chr1	152675279	152676569	LCE2C	0	+	1290	0.071
ENSG00000187191	chrY	24763069	24813492	DAZ3	0	-	50423	0.0
ENSG00000187223	chr1	152663380	152664659	LCE2D	0	+	1279	0.04
ENSG00000187238	chr1	152613811	152614098	LCE3B	0	+	287	0.0
ENSG00000187242	chr17	40861303	40867223	KRT12	0	-	5920	0.538
ENSG00000187258	chr7	34658218	34878332	NPSR1	0	+	220114	0.018
ENSG00000187268	chrX	13035617	13044682	FAM9C	0	-	9065	0.738
ENSG00000187272	chr17	41237999	41239004	KRTAP9-8	0	+	1005	0.001
ENSG00000187323	chr18	52340197	53535903	DCC	0	+	1195706	0.286
ENSG00000187416	chr7	104328603	104908561	LHFPL3	0	+	579958	0.032
ENSG00000187475	chr6	26107412	26108135	H1-6	0	-	723	0.08
ENSG00000187492	chr3	49790732	49799873	CDHR4	0	-	9141	0.641
ENSG00000187537	chr14	19402486	19434341	POTEG	0	-	31855	0.97
ENSG00000187545	chr1	12892896	12898270	PRAMEF10	0	-	5374	0.001
ENSG00000187546	chr7	15200317	15562015	AGMO	0	-	361698	0.549
ENSG00000187550	chr19	55528611	55537133	SBK2	0	-	8522	0.169
ENSG00000187553	chr10	93060798	93069540	CYP26C1	0	+	8742	0.078
ENSG00000187556	chr19	13862063	13880757	NANOS3	0	+	18694	0.39
ENSG00000187559	chr9	68302867	68305084	FOXD4L3	0	+	2217	0.155
ENSG00000187569	chr12	7711433	7717559	DPPA3	0	+	6126	0.005
ENSG00000187612	chr11	55913650	55914582	OR5W2	0	-	932	0.0
ENSG00000187616	chr9	133514586	133528612	MYMK	0	-	14026	0.013
ENSG00000187658	chr5	157671533	157680158	C5orf52	0	+	8625	0.004
ENSG00000187664	chr19	19254756	19262804	HAPLN4	0	-	8048	0.399
ENSG00000187672	chr3	55508311	56468467	ERC2	0	-	960156	0.529
ENSG00000187682	chrX	48826513	48830138	ERAS	0	+	3625	0.057
ENSG00000187689	chr4	70518569	70532743	AMTN	0	+	14174	0.84
ENSG00000187690	chrX	51406948	51408843	EZHIP	0	+	1895	0.259
ENSG00000187701	chr1	248649838	248655528	OR2T27	0	-	5690	0.0
ENSG00000187726	chr11	73951026	73970366	DNAJB13	0	+	19340	0.427
ENSG00000187753	chr9	86220265	86259657	C9orf153	0	-	39392	0.069
ENSG00000187754	chrX	52644061	52654900	SSX7	0	-	10839	0.009
ENSG00000187772	chr6	104936616	105083332	LIN28B	0	+	146716	0.185
ENSG00000187773	chr18	74434775	74457944	DIPK1C	0	-	23169	0.88
ENSG00000187783	chr10	44911316	44937010	TMEM72	0	+	25694	0.122
ENSG00000187791	chr9	34889066	34895764	FAM205C	0	-	6698	0.012
ENSG00000187806	chr15	72398302	72408367	TMEM202	0	+	10065	0.002
ENSG00000187808	chrX	119758588	119760202	SOWAHD	0	+	1614	0.819
ENSG00000187821	chr4	185018490	185020953	HELT	0	+	2463	0.015
ENSG00000187823	chrX	112454500	112457112	RTL4	0	+	2612	0.007
ENSG00000187833	chr2	73784189	73817147	C2orf78	0	+	32958	0.032
ENSG00000187848	chr12	132618776	132622388	P2RX2	0	+	3612	0.732
ENSG00000187855	chr12	107774704	107776644	ASCL4	0	+	1940	0.206
ENSG00000187857	chr12	55362975	55369279	OR6C75	0	+	6304	0.001
ENSG00000187862	chr1	156579723	156587719	TTC24	0	+	7996	0.187
ENSG00000187871	chr6	55327469	55402493	GFRAL	0	+	75024	0.011
ENSG00000187902	chr19	55428740	55443300	SHISA7	0	-	14560	0.181
ENSG00000187905	chr22	21045960	21064168	LRRC74B	0	+	18208	0.059
ENSG00000187912	chr19	14583084	14612035	CLEC17A	0	+	28951	0.476
ENSG00000187944	chr2	196804417	196809355	C2orf66	0	-	4938	0.099
ENSG00000187950	chr12	29412474	29497686	OVCH1	0	-	85212	0.176
ENSG00000187969	chrX	74304180	74305034	ZCCHC13	0	+	854	0.001
ENSG00000187980	chr1	20161253	20186518	PLA2G2C	0	-	25265	0.215
ENSG00000187987	chr6	28431930	28443502	ZSCAN23	0	-	11572	0.466
ENSG00000187997	chr17	78146385	78166297	C17orf99	0	+	19912	0.049
ENSG00000188000	chr19	9178979	9188818	OR7D2	0	+	9839	0.2
ENSG00000188011	chr2	241869600	241873823	RTP5	0	+	4223	0.064
ENSG00000188032	chr19	14081624	14085875	C19orf67	0	-	4251	0.057
ENSG00000188037	chr7	143316111	143352083	CLCN1	0	+	35972	0.258
ENSG00000188038	chr16	67884885	67888855	NRN1L	0	+	3970	0.235
ENSG00000188056	chr6	41228339	41238882	TREML4	0	+	10543	0.054
ENSG00000188089	chr15	41981582	42051190	PLA2G4E	0	-	69608	0.36
ENSG00000188100	chr10	87020294	87024730	FAM25A	0	+	4436	0.627
ENSG00000188120	chrY	23129355	23199010	DAZ1	0	-	69655	0.0
ENSG00000188124	chr11	6765626	6771976	OR2AG2	0	-	6350	0.01
ENSG00000188133	chr9	32783540	32789201	TMEM215	0	+	5661	0.45
ENSG00000188152	chr9	96928310	96940253	NUTM2G	0	+	11943	0.402
ENSG00000188162	chr11	17547259	17647150	OTOG	0	+	99891	0.111
ENSG00000188176	chr17	4583999	4608319	SMTNL2	0	+	24320	0.514
ENSG00000188263	chr22	49994513	50012659	IL17REL	0	-	18146	0.815
ENSG00000188293	chr19	46229742	46231243	IGFL1	0	+	1501	0.745
ENSG00000188306	chr3	169812870	169837773	LRRIQ4	0	+	24903	0.214
ENSG00000188324	chr12	55293988	55296569	OR6C6	0	-	2581	0.002
ENSG00000188334	chr19	47968046	47992170	BSPH1	0	-	24124	0.001
ENSG00000188340	chr1	158774222	158781204	OR6N2	0	-	6982	0.001
ENSG00000188373	chr10	84173801	84185294	C10orf99	0	+	11493	0.07
ENSG00000188379	chr9	21384255	21385398	IFNA2	0	-	1143	0.003
ENSG00000188393	chr12	9898673	9932370	CLEC2A	0	-	33697	0.021
ENSG00000188408	chrX	26216169	26218270	MAGEB5	0	+	2101	0.001
ENSG00000188425	chr19	45913214	45914778	NANOS2	0	-	1564	0.007
ENSG00000188487	chr11	15112424	15247208	INSC	0	+	134784	0.143
ENSG00000188523	chr9	132410043	132573319	CFAP77	0	+	163276	0.299
ENSG00000188558	chr1	248508073	248527337	OR2G6	0	+	19264	0.001
ENSG00000188580	chr6	123803865	124825640	NKAIN2	0	+	1021775	0.429
ENSG00000188581	chr17	41040541	41041450	KRTAP1-1	0	-	909	0.016
ENSG00000188582	chr3	142949164	142963674	PAQR9	0	-	14510	0.021
ENSG00000188620	chr10	123135970	123139423	HMX3	0	+	3453	0.093
ENSG00000188624	chr19	46120067	46124688	IGFL3	0	-	4621	0.395
ENSG00000188626	chr15	28698583	28738384	GOLGA8M	0	-	39801	0.229
ENSG00000188649	chr10	95907603	96033745	CC2D2B	0	+	126142	0.664
ENSG00000188655	chr14	20556093	20560931	RNASE9	0	-	4838	0.003
ENSG00000188674	chr2	208165343	208190030	C2orf80	0	-	24687	0.007
ENSG00000188676	chr8	39934614	40016397	IDO2	0	+	81783	0.175
ENSG00000188691	chr11	5967177	5968494	OR56A5	0	-	1317	0.004
ENSG00000188694	chr21	30281309	30282950	KRTAP24-1	0	-	1641	0.001
ENSG00000188710	chr9	130892707	130896812	QRFP	0	-	4105	0.246
ENSG00000188716	chr10	75037472	75073642	DUSP29	0	-	36170	0.012
ENSG00000188729	chr3	191199241	191265615	OSTN	0	+	66374	0.034
ENSG00000188761	chr1	113876816	113887581	BCL2L15	0	-	10765	0.501
ENSG00000188770	chr1	203494153	203508949	OPTC	0	+	14796	0.013
ENSG00000188779	chr15	67819704	67834582	SKOR1	0	+	14878	0.367
ENSG00000188782	chr1	26190561	26202968	CATSPER4	0	+	12407	0.021
ENSG00000188784	chr1	19920009	19923617	PLA2G2E	0	-	3608	0.001
ENSG00000188800	chr1	40245947	40251684	TMCO2	0	+	5737	0.014
ENSG00000188816	chr10	123148136	123150672	HMX2	0	+	2536	0.201
ENSG00000188817	chr3	63652675	63679020	SNTN	0	+	26345	0.367
ENSG00000188822	chr1	23870515	23913362	CNR2	0	-	42847	0.581
ENSG00000188848	chr4	42110853	42152878	BEND4	0	-	42025	0.271
ENSG00000188886	chr2	96122818	96138502	ASTL	0	-	15684	0.307
ENSG00000188897	chr16	11359845	11527245	ENSG00000188897	0	-	167400	0.887
ENSG00000188909	chr11	122977570	122981834	BSX	0	-	4264	0.001
ENSG00000188937	chrX	41447343	41475710	NYX	0	+	28367	0.025
ENSG00000188981	chr4	3244369	3271738	MSANTD1	0	+	27369	0.369
ENSG00000188984	chr1	12716110	12728760	AADACL3	0	+	12650	0.02
ENSG00000188991	chr12	16188485	16277685	SLC15A5	0	-	89200	0.068
ENSG00000188992	chr21	14108813	14210955	LIPI	0	-	102142	0.082
ENSG00000188993	chr4	51993652	52020363	LRRC66	0	-	26711	0.381
ENSG00000189013	chr19	54803611	54814517	KIR2DL4	0	+	10906	0.208
ENSG00000189023	chrX	35798342	35803735	MAGEB16	0	+	5393	0.061
